player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Anastasia-Faerlina,1/17/21,00:14:14,1610878454-35,[Prestor's Talisman of Connivery],19377,item:19377::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,1/17/21,00:14:15,1610878455-36,[Boots of the Shadow Flame],19381,item:19381::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Leather,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,1/17/21,00:14:16,1610878456-39,[Adventurer's Bandana of Stamina],10261,item:10261::::::344:1689556480:60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Leather,Head,,Anastasia-Faerlina
Anastasia-Faerlina,1/17/21,00:14:16,1610878456-38,[Hydralick Armor],13067,item:13067::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Plate,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,1/17/21,00:14:15,1610878455-37,[Brutehammer of Spirit],15267,item:15267::::::421:123961728:60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Two-Handed Maces,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,1/17/21,00:14:16,1610878456-40,[Battlecaller Gauntlets],13126,item:13126::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Mail,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:06:43,1613286403-1,[Boots of the Unwavering Will],21706,item:21706::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Plate,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:06:43,1613286403-0,[Amulet of Foul Warding],21702,item:21702::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:09:31,1613286571-2,[Bludstone Hammer],13028,item:13028::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,One-Handed Maces,Main Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:16:02,1613286962-3,[Blasthorn Bow of Marksmanship],15288,item:15288::::::1711:1891533056:60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,5,true,Bows,Ranged,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:21:00,1613287260-4,[Hive Tunneler's Boots],21645,item:21645::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,5,true,Leather,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:21:00,1613287260-5,[Scaled Sand Reaver Leggings],21651,item:21651::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,5,true,Mail,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:24:32,1613287472-6,[Slime-coated Leggings],21626,item:21626::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,Mail,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:27:06,1613287626-7,[Battlefell Sabre of the Tiger],15220,item:15220::::::688:670326912:60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,One-Handed Swords,Main Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:31:00,1613287860-8,[Hive Defiler Wristguards],21618,item:21618::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Plate,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:40:44,1613288444-9,[Royal Scepter of Vek'lor],21597,item:21597::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Miscellaneous,Held In Off-hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,21:41:00,1613288460-10,[Amulet of Vek'nilash],21608,item:21608::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,22:13:54,1613290434-11,[Death's Sting],21126,item:21126::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Daggers,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/13/21,22:13:55,1613290435-12,[Mark of C'Thun],22732,item:22732::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:11:39,1613805099-0,[Elegant Mantle of Frozen Wrath],10210,item:10210::::::1970:1855282048:60,Holding,nil,MAGE,Naxxramas-40 Player,Unknown,9,533,40,,,5,true,Cloth,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:17:54,1613805474-1,[The Plague Bearer],22818,item:22818::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Patchwerk,9,533,40,,,5,true,Shields,Off Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:23:46,1613805826-2,[Toxin Injector],22810,item:22810::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Grobbulus,9,533,40,,,5,true,Guns,,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:26:04,1613805964-3,[Rime Covered Mantle],22983,item:22983::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Gluth,9,533,40,,,5,true,Cloth,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:30:59,1613806259-4,[Spire of Twilight],22801,item:22801::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Thaddius,9,533,40,,,5,true,Staves,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:38:23,1613806703-5,[Cloak of the Scourge],23030,item:23030::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Noth the Plaguebringer,9,533,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:42:30,1613806950-6,[Icebane Helmet],23019,item:23019::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Heigan the Unclean,9,533,40,,,5,true,Plate,Head,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:49:51,1613807391-7,[Loatheb's Reflection],23042,item:23042::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Loatheb,9,533,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,21:56:06,1613807766-8,[Gem of Nerubis],22937,item:22937::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,,,5,true,Miscellaneous,Held In Off-hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:06:56,1613808416-9,[Sharpshooter Harquebus of the Monkey],15325,item:15325::::::596:866406016:60,Holding,nil,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,,,5,true,Guns,,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:08:44,1613808524-10,[Icebane Pauldrons],22940,item:22940::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,,,5,true,Plate,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:13:31,1613808811-11,[Adventurer's Bracers of the Monkey],10256,item:10256::::::611:918328576:60,Holding,nil,MAGE,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,,,5,true,Leather,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:18:45,1613809125-12,[Kiss of the Spider],22954,item:22954::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:22:12,1613809332-13,[Masterwork Bracers of Agility],10265,item:10265::::::267:1658877184:60,Holding,nil,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,,,5,true,Mail,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:22:21,1613809341-14,[Divine Warblade of the Bear],15258,item:15258::::::1233:1083765248:60,Holding,nil,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,,,5,true,Two-Handed Swords,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:22:23,1613809343-15,[Fierce Mauler of the Eagle],15266,item:15266::::::889:1022117888:60,Holding,nil,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,,,5,true,Two-Handed Maces,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:34:08,1613810048-16,[Signet of the Fallen Defender],23018,item:23018::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Instructor Razuvious,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:44:22,1613810662-0,[Sadist's Collar],23023,item:23023::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Gothik the Harvester,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:46:45,1613810805-1,[Hyperion Girdle of Power],10387,item:10387::::::1566:2136267520:60,Holding,nil,MAGE,Naxxramas-40 Player,Gothik the Harvester,9,533,40,,,5,true,Plate,Waist,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,22:59:59,1613811599-2,[Soulstring],22811,item:22811::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,The Four Horsemen,9,533,40,,,5,true,Bows,Ranged,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,23:55:02,1613814902-3,[Ring of Faith],23061,item:23061::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,23:55:03,1613814903-4,"[Gressil, Dawn of Ruin]",23054,item:23054::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,One-Handed Swords,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/19/21,23:55:04,1613814904-5,[Gem of Trapped Innocents],23057,item:23057::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:04:21,1613891061-0,[Dragonscale Band],12057,item:12057::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:08:10,1613891290-1,[Leggings of Immersion],21698,item:21698::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Leather,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:08:10,1613891290-2,[Beetle Scaled Wristguards],21708,item:21708::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Leather,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:10:28,1613891428-3,[Fierce Mauler of the Whale],15266,item:15266::::::1058:1087759232:60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Two-Handed Maces,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:20:55,1613892055-5,[Silithid Claw],21673,item:21673::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Fist Weapons,Main Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:20:55,1613892055-4,[Badge of the Swarmguard],21670,item:21670::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:28:51,1613892531-6,[Slime-coated Leggings],21626,item:21626::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,Mail,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:36:38,1613892998-7,[Cloak of the Golden Hive],21621,item:21621::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:49:00,1613893740-8,[Royal Scepter of Vek'lor],21597,item:21597::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Miscellaneous,Held In Off-hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,21:49:17,1613893757-9,[Gloves of the Hidden Temple],21605,item:21605::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Leather,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,22:30:22,1613896222-1,[Mark of C'Thun],22732,item:22732::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/20/21,22:30:22,1613896222-0,[Ring of the Godslayer],21596,item:21596::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,21:32:00,1614411120-3,[Plated Abomination Ribcage],23000,item:23000::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Thaddius,9,533,40,,,5,true,Plate,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,21:39:49,1614411589-4,[Cloak of the Scourge],23030,item:23030::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Noth the Plaguebringer,9,533,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,21:44:21,1614411861-5,[Necklace of Necropsy],23036,item:23036::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Heigan the Unclean,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,21:50:35,1614412235-6,[Ring of Spiritual Fervor],23037,item:23037::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Loatheb,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,21:56:33,1614412593-7,[Wristguards of Vengeance],22936,item:22936::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,,,5,true,Plate,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,22:00:03,1614412803-8,[Peridot Circle of Fire Resistance],11979,item:11979::::::1418:19546496:60,Holding,nil,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,22:10:03,1614413403-9,[Widow's Remorse],22806,item:22806::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,,,5,true,One-Handed Swords,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,22:37:07,1614415027-10,[Idol of Longevity],23004,item:23004::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Instructor Razuvious,9,533,40,,,5,true,Idols,Relic,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,22:48:03,1614415683-0,[Boots of Displacement],23073,item:23073::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Gothik the Harvester,9,533,40,,,5,true,Leather,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,23:04:35,1614416675-1,[Corrupted Ashbringer],22691,item:22691::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,The Four Horsemen,9,533,40,,,5,true,Two-Handed Swords,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,23:59:08,1614419948-2,[Ring of Faith],23061,item:23061::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,23:59:09,1614419949-3,[The Hungering Cold],23577,item:23577::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,One-Handed Swords,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,23:59:10,1614419950-4,[Gem of Trapped Innocents],23057,item:23057::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/26/21,23:59:10,1614419950-5,[Ring of Redemption],23066,item:23066::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:06:46,1614496006-0,[Pendant of the Qiraji Guardian],21700,item:21700::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:06:46,1614496006-1,[Breastplate of Annihilation],21814,item:21814::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Plate,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:19:06,1614496746-3,[Leggings of the Festering Swarm],21676,item:21676::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Cloth,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:19:05,1614496745-2,[Creeping Vine Helm],21669,item:21669::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Leather,Head,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:25:53,1614497153-4,[Scarab Brooch],21625,item:21625::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:33:34,1614497614-5,[Hive Defiler Wristguards],21618,item:21618::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Plate,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:44:10,1614498250-6,[Vek'lor's Gloves of Devastation],21599,item:21599::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Mail,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,21:44:25,1614498265-7,[Bracelets of Royal Redemption],21604,item:21604::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Cloth,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:01:09,1614499269-0,[Wormscale Blocker],21610,item:21610::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,,,5,true,Shields,Off Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:10:05,1614499805-1,[Mark of C'Thun],22732,item:22732::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:10:05,1614499805-0,[Belt of Never-ending Agony],21586,item:21586::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Leather,Waist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:25:15,1614500715-2,[Dragonstalker's Bracers],16935,item:16935::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,,,5,true,Mail,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:25:15,1614500715-3,[Arcane Infused Gem],19336,item:19336::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:25:16,1614500716-4,[Bindings of Transcendence],16926,item:16926::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,,,5,true,Cloth,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:27:51,1614500871-5,[Bloodfang Belt],16910,item:16910::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,,,5,true,Leather,Waist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:27:51,1614500871-6,[Pendant of the Fallen Dragon],19371,item:19371::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:27:51,1614500871-7,[Netherwind Belt],16818,item:16818::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,,,5,true,Cloth,Waist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:41:01,1614501661-8,[Ring of Blackrock],19397,item:19397::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Firemaw,9,469,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:41:01,1614501661-9,[Firemaw's Clutch],19400,item:19400::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Firemaw,9,469,40,,,5,true,Cloth,Waist,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:48:50,1614502130-11,[Band of Forced Concentration],19403,item:19403::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Ebonroc,9,469,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:48:50,1614502130-10,[Gauntlets of Wrath],16964,item:16964::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Ebonroc,9,469,40,,,5,true,Plate,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:50:18,1614502218-12,[Ring of Blackrock],19397,item:19397::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Flamegor,9,469,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:50:19,1614502219-13,[Emberweave Leggings],19433,item:19433::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Flamegor,9,469,40,,,5,true,Mail,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:55:26,1614502526-14,[Dragonstalker's Spaulders],16937,item:16937::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,,,5,true,Mail,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:55:26,1614502526-15,[Claw of Chromaggus],19347,item:19347::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,,,5,true,Daggers,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:55:27,1614502527-16,[Pauldrons of Transcendence],16924,item:16924::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,,,5,true,Cloth,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,22:55:27,1614502527-17,[Empowered Leggings],19385,item:19385::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,,,5,true,Cloth,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:39,1614502899-18,[Robes of Transcendence],16923,item:16923::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Cloth,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:39,1614502899-19,[Breastplate of Wrath],16966,item:16966::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Plate,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:40,1614502900-20,"[Crul'shorukh, Edge of Chaos]",19363,item:19363::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,One-Handed Axes,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:40,1614502900-21,[Boots of the Shadow Flame],19381,item:19381::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Leather,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:41,1614502901-22,[Elven Chain Boots],13125,item:13125::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Mail,Feet,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:42,1614502902-25,[Direwing Legguards],13075,item:13075::::::::60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Plate,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:42,1614502902-24,[Divine Warblade of the Tiger],15258,item:15258::::::723:371202048:60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Two-Handed Swords,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,2/27/21,23:01:41,1614502901-23,[Masterwork Legplates of the Owl],10273,item:10273::::::806:1870994816:60,Holding,nil,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,5,true,Mail,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,21:06:06,1615705566-0,[Barrage Shoulders],21699,item:21699::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Mail,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,21:06:06,1615705566-1,[Beetle Scaled Wristguards],21708,item:21708::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Leather,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,21:17:45,1615706265-2,[Legplates of Blazing Light],21667,item:21667::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Plate,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,21:17:45,1615706265-3,[Leggings of the Festering Swarm],21676,item:21676::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,,,5,true,Cloth,Legs,,Anastasia-Faerlina
